Report_Year,Census_Tract_1990,Crime_Type,Report_Year_Total
2005,102,Aggravated Assault,6
2005,102,Homicide,2
2005,102,NonResidential Burglary,6
2005,102,Property Crimes Total,301
2005,102,Rape,1
2005,102,Residential Burglary,35
2005,102,Robbery,4
2005,102,Theft,171
2005,102,Vehicle Theft,89
2005,102,Violent Crimes Total,13
2005,103,Aggravated Assault,45
2005,103,Homicide,0
2005,103,NonResidential Burglary,20
2005,103,Property Crimes Total,487
2005,103,Rape,3
2005,103,Residential Burglary,57
2005,103,Robbery,36
2005,103,Theft,271
2005,103,Vehicle Theft,137
2005,103,Violent Crimes Total,84
2005,104,Aggravated Assault,29
2005,104,Homicide,0
2005,104,NonResidential Burglary,8
2005,104,Property Crimes Total,336
2005,104,Rape,0
2005,104,Residential Burglary,52
2005,104,Robbery,9
2005,104,Theft,153
2005,104,Vehicle Theft,119
2005,104,Violent Crimes Total,38
2005,105,Aggravated Assault,18
2005,105,Homicide,0
2005,105,NonResidential Burglary,16
2005,105,Property Crimes Total,374
2005,105,Rape,1
2005,105,Residential Burglary,37
2005,105,Robbery,11
2005,105,Theft,232
2005,105,Vehicle Theft,88
2005,105,Violent Crimes Total,30
2005,106,Aggravated Assault,14
2005,106,Homicide,0
2005,106,NonResidential Burglary,6
2005,106,Property Crimes Total,283
2005,106,Rape,1
2005,106,Residential Burglary,34
2005,106,Robbery,11
2005,106,Theft,171
2005,106,Vehicle Theft,70
2005,106,Violent Crimes Total,26
2005,107,Aggravated Assault,30
2005,107,Homicide,0
2005,107,NonResidential Burglary,4
2005,107,Property Crimes Total,186
2005,107,Rape,1
2005,107,Residential Burglary,37
2005,107,Robbery,8
2005,107,Theft,107
2005,107,Vehicle Theft,37
2005,107,Violent Crimes Total,39
2005,108,Aggravated Assault,15
2005,108,Homicide,2
2005,108,NonResidential Burglary,14
2005,108,Property Crimes Total,204
2005,108,Rape,0
2005,108,Residential Burglary,26
2005,108,Robbery,9
2005,108,Theft,111
2005,108,Vehicle Theft,53
2005,108,Violent Crimes Total,26
2005,109,Aggravated Assault,25
2005,109,Homicide,0
2005,109,NonResidential Burglary,58
2005,109,Property Crimes Total,383
2005,109,Rape,4
2005,109,Residential Burglary,26
2005,109,Robbery,20
2005,109,Theft,198
2005,109,Vehicle Theft,98
2005,109,Violent Crimes Total,49
2005,11,Aggravated Assault,3
2005,11,Homicide,0
2005,11,NonResidential Burglary,10
2005,11,Property Crimes Total,101
2005,11,Rape,0
2005,11,Residential Burglary,13
2005,11,Robbery,2
2005,11,Theft,50
2005,11,Vehicle Theft,28
2005,11,Violent Crimes Total,5
2005,110,Aggravated Assault,23
2005,110,Homicide,1
2005,110,NonResidential Burglary,14
2005,110,Property Crimes Total,339
2005,110,Rape,0
2005,110,Residential Burglary,48
2005,110,Robbery,16
2005,110,Theft,158
2005,110,Vehicle Theft,116
2005,110,Violent Crimes Total,40
2005,111,Aggravated Assault,35
2005,111,Homicide,2
2005,111,NonResidential Burglary,12
2005,111,Property Crimes Total,440
2005,111,Rape,6
2005,111,Residential Burglary,75
2005,111,Robbery,29
2005,111,Theft,212
2005,111,Vehicle Theft,135
2005,111,Violent Crimes Total,72
2005,112,Aggravated Assault,37
2005,112,Homicide,1
2005,112,NonResidential Burglary,26
2005,112,Property Crimes Total,327
2005,112,Rape,0
2005,112,Residential Burglary,47
2005,112,Robbery,16
2005,112,Theft,170
2005,112,Vehicle Theft,80
2005,112,Violent Crimes Total,54
2005,113,Aggravated Assault,35
2005,113,Homicide,0
2005,113,NonResidential Burglary,9
2005,113,Property Crimes Total,310
2005,113,Rape,0
2005,113,Residential Burglary,67
2005,113,Robbery,15
2005,113,Theft,139
2005,113,Vehicle Theft,92
2005,113,Violent Crimes Total,50
2005,114,Aggravated Assault,37
2005,114,Homicide,1
2005,114,NonResidential Burglary,23
2005,114,Property Crimes Total,642
2005,114,Rape,2
2005,114,Residential Burglary,82
2005,114,Robbery,32
2005,114,Theft,418
2005,114,Vehicle Theft,115
2005,114,Violent Crimes Total,72
2005,115,Aggravated Assault,5
2005,115,Homicide,0
2005,115,NonResidential Burglary,11
2005,115,Property Crimes Total,158
2005,115,Rape,0
2005,115,Residential Burglary,21
2005,115,Robbery,5
2005,115,Theft,86
2005,115,Vehicle Theft,39
2005,115,Violent Crimes Total,10
2005,116,Aggravated Assault,6
2005,116,Homicide,0
2005,116,NonResidential Burglary,8
2005,116,Property Crimes Total,263
2005,116,Rape,0
2005,116,Residential Burglary,35
2005,116,Robbery,5
2005,116,Theft,170
2005,116,Vehicle Theft,49
2005,116,Violent Crimes Total,11
2005,117,Aggravated Assault,13
2005,117,Homicide,0
2005,117,NonResidential Burglary,21
2005,117,Property Crimes Total,198
2005,117,Rape,3
2005,117,Residential Burglary,30
2005,117,Robbery,5
2005,117,Theft,95
2005,117,Vehicle Theft,50
2005,117,Violent Crimes Total,21
2005,118,Aggravated Assault,84
2005,118,Homicide,1
2005,118,NonResidential Burglary,16
2005,118,Property Crimes Total,536
2005,118,Rape,5
2005,118,Residential Burglary,79
2005,118,Robbery,57
2005,118,Theft,304
2005,118,Vehicle Theft,131
2005,118,Violent Crimes Total,147
2005,119,Aggravated Assault,30
2005,119,Homicide,0
2005,119,NonResidential Burglary,5
2005,119,Property Crimes Total,231
2005,119,Rape,0
2005,119,Residential Burglary,48
2005,119,Robbery,16
2005,119,Theft,123
2005,119,Vehicle Theft,53
2005,119,Violent Crimes Total,46
2005,12,Aggravated Assault,22
2005,12,Homicide,0
2005,12,NonResidential Burglary,26
2005,12,Property Crimes Total,1050
2005,12,Rape,3
2005,12,Residential Burglary,39
2005,12,Robbery,34
2005,12,Theft,763
2005,12,Vehicle Theft,221
2005,12,Violent Crimes Total,59
2005,120,Aggravated Assault,6
2005,120,Homicide,0
2005,120,NonResidential Burglary,4
2005,120,Property Crimes Total,102
2005,120,Rape,0
2005,120,Residential Burglary,17
2005,120,Robbery,0
2005,120,Theft,58
2005,120,Vehicle Theft,22
2005,120,Violent Crimes Total,6
2005,121,Aggravated Assault,1
2005,121,Homicide,0
2005,121,NonResidential Burglary,1
2005,121,Property Crimes Total,54
2005,121,Rape,0
2005,121,Residential Burglary,12
2005,121,Robbery,0
2005,121,Theft,28
2005,121,Vehicle Theft,12
2005,121,Violent Crimes Total,1
2005,13,Aggravated Assault,11
2005,13,Homicide,0
2005,13,NonResidential Burglary,16
2005,13,Property Crimes Total,325
2005,13,Rape,1
2005,13,Residential Burglary,33
2005,13,Robbery,16
2005,13,Theft,201
2005,13,Vehicle Theft,74
2005,13,Violent Crimes Total,28
2005,14,Aggravated Assault,8
2005,14,Homicide,1
2005,14,NonResidential Burglary,5
2005,14,Property Crimes Total,230
2005,14,Rape,0
2005,14,Residential Burglary,24
2005,14,Robbery,4
2005,14,Theft,136
2005,14,Vehicle Theft,64
2005,14,Violent Crimes Total,13
2005,15,Aggravated Assault,3
2005,15,Homicide,0
2005,15,NonResidential Burglary,1
2005,15,Property Crimes Total,53
2005,15,Rape,0
2005,15,Residential Burglary,16
2005,15,Robbery,0
2005,15,Theft,29
2005,15,Vehicle Theft,7
2005,15,Violent Crimes Total,3
2005,16,Aggravated Assault,7
2005,16,Homicide,0
2005,16,NonResidential Burglary,16
2005,16,Property Crimes Total,169
2005,16,Rape,1
2005,16,Residential Burglary,16
2005,16,Robbery,7
2005,16,Theft,101
2005,16,Vehicle Theft,32
2005,16,Violent Crimes Total,15
2005,17,Aggravated Assault,37
2005,17,Homicide,0
2005,17,NonResidential Burglary,18
2005,17,Property Crimes Total,582
2005,17,Rape,4
2005,17,Residential Burglary,64
2005,17,Robbery,22
2005,17,Theft,322
2005,17,Vehicle Theft,176
2005,17,Violent Crimes Total,63
2005,18,Aggravated Assault,26
2005,18,Homicide,0
2005,18,NonResidential Burglary,9
2005,18,Property Crimes Total,269
2005,18,Rape,4
2005,18,Residential Burglary,53
2005,18,Robbery,19
2005,18,Theft,102
2005,18,Vehicle Theft,104
2005,18,Violent Crimes Total,49
2005,19,Aggravated Assault,7
2005,19,Homicide,0
2005,19,NonResidential Burglary,12
2005,19,Property Crimes Total,201
2005,19,Rape,1
2005,19,Residential Burglary,32
2005,19,Robbery,4
2005,19,Theft,104
2005,19,Vehicle Theft,52
2005,19,Violent Crimes Total,12
2005,2,Aggravated Assault,6
2005,2,Homicide,0
2005,2,NonResidential Burglary,19
2005,2,Property Crimes Total,365
2005,2,Rape,1
2005,2,Residential Burglary,46
2005,2,Robbery,11
2005,2,Theft,196
2005,2,Vehicle Theft,98
2005,2,Violent Crimes Total,18
2005,20,Aggravated Assault,13
2005,20,Homicide,0
2005,20,NonResidential Burglary,5
2005,20,Property Crimes Total,168
2005,20,Rape,1
2005,20,Residential Burglary,32
2005,20,Robbery,5
2005,20,Theft,79
2005,20,Vehicle Theft,51
2005,20,Violent Crimes Total,19
2005,21,Aggravated Assault,6
2005,21,Homicide,0
2005,21,NonResidential Burglary,3
2005,21,Property Crimes Total,163
2005,21,Rape,1
2005,21,Residential Burglary,42
2005,21,Robbery,0
2005,21,Theft,84
2005,21,Vehicle Theft,34
2005,21,Violent Crimes Total,7
2005,22,Aggravated Assault,4
2005,22,Homicide,0
2005,22,NonResidential Burglary,3
2005,22,Property Crimes Total,179
2005,22,Rape,0
2005,22,Residential Burglary,29
2005,22,Robbery,1
2005,22,Theft,115
2005,22,Vehicle Theft,31
2005,22,Violent Crimes Total,5
2005,23.98,Aggravated Assault,9
2005,23.98,Homicide,0
2005,23.98,NonResidential Burglary,8
2005,23.98,Property Crimes Total,76
2005,23.98,Rape,0
2005,23.98,Residential Burglary,4
2005,23.98,Robbery,1
2005,23.98,Theft,47
2005,23.98,Vehicle Theft,14
2005,23.98,Violent Crimes Total,10
2005,24,Aggravated Assault,2
2005,24,Homicide,0
2005,24,NonResidential Burglary,4
2005,24,Property Crimes Total,90
2005,24,Rape,1
2005,24,Residential Burglary,12
2005,24,Robbery,5
2005,24,Theft,49
2005,24,Vehicle Theft,25
2005,24,Violent Crimes Total,8
2005,25,Aggravated Assault,0
2005,25,Homicide,0
2005,25,NonResidential Burglary,2
2005,25,Property Crimes Total,57
2005,25,Rape,0
2005,25,Residential Burglary,13
2005,25,Robbery,1
2005,25,Theft,26
2005,25,Vehicle Theft,16
2005,25,Violent Crimes Total,1
2005,26,Aggravated Assault,5
2005,26,Homicide,0
2005,26,NonResidential Burglary,12
2005,26,Property Crimes Total,308
2005,26,Rape,0
2005,26,Residential Burglary,48
2005,26,Robbery,10
2005,26,Theft,164
2005,26,Vehicle Theft,82
2005,26,Violent Crimes Total,15
2005,27,Aggravated Assault,5
2005,27,Homicide,0
2005,27,NonResidential Burglary,5
2005,27,Property Crimes Total,311
2005,27,Rape,1
2005,27,Residential Burglary,40
2005,27,Robbery,9
2005,27,Theft,180
2005,27,Vehicle Theft,85
2005,27,Violent Crimes Total,15
2005,28,Aggravated Assault,17
2005,28,Homicide,0
2005,28,NonResidential Burglary,12
2005,28,Property Crimes Total,242
2005,28,Rape,0
2005,28,Residential Burglary,33
2005,28,Robbery,5
2005,28,Theft,128
2005,28,Vehicle Theft,68
2005,28,Violent Crimes Total,22
2005,29,Aggravated Assault,2
2005,29,Homicide,0
2005,29,NonResidential Burglary,7
2005,29,Property Crimes Total,209
2005,29,Rape,0
2005,29,Residential Burglary,26
2005,29,Robbery,0
2005,29,Theft,112
2005,29,Vehicle Theft,64
2005,29,Violent Crimes Total,2
2005,3,Aggravated Assault,4
2005,3,Homicide,0
2005,3,NonResidential Burglary,4
2005,3,Property Crimes Total,130
2005,3,Rape,1
2005,3,Residential Burglary,19
2005,3,Robbery,3
2005,3,Theft,71
2005,3,Vehicle Theft,36
2005,3,Violent Crimes Total,8
2005,30,Aggravated Assault,5
2005,30,Homicide,0
2005,30,NonResidential Burglary,5
2005,30,Property Crimes Total,277
2005,30,Rape,0
2005,30,Residential Burglary,28
2005,30,Robbery,5
2005,30,Theft,179
2005,30,Vehicle Theft,65
2005,30,Violent Crimes Total,10
2005,31,Aggravated Assault,6
2005,31,Homicide,0
2005,31,NonResidential Burglary,4
2005,31,Property Crimes Total,185
2005,31,Rape,0
2005,31,Residential Burglary,24
2005,31,Robbery,0
2005,31,Theft,107
2005,31,Vehicle Theft,49
2005,31,Violent Crimes Total,6
2005,32,Aggravated Assault,6
2005,32,Homicide,0
2005,32,NonResidential Burglary,17
2005,32,Property Crimes Total,299
2005,32,Rape,0
2005,32,Residential Burglary,42
2005,32,Robbery,3
2005,32,Theft,159
2005,32,Vehicle Theft,79
2005,32,Violent Crimes Total,9
2005,33,Aggravated Assault,4
2005,33,Homicide,0
2005,33,NonResidential Burglary,12
2005,33,Property Crimes Total,215
2005,33,Rape,1
2005,33,Residential Burglary,15
2005,33,Robbery,8
2005,33,Theft,110
2005,33,Vehicle Theft,78
2005,33,Violent Crimes Total,13
2005,34,Aggravated Assault,0
2005,34,Homicide,0
2005,34,NonResidential Burglary,6
2005,34,Property Crimes Total,112
2005,34,Rape,0
2005,34,Residential Burglary,8
2005,34,Robbery,1
2005,34,Theft,63
2005,34,Vehicle Theft,35
2005,34,Violent Crimes Total,1
2005,35,Aggravated Assault,2
2005,35,Homicide,0
2005,35,NonResidential Burglary,4
2005,35,Property Crimes Total,215
2005,35,Rape,0
2005,35,Residential Burglary,43
2005,35,Robbery,5
2005,35,Theft,109
2005,35,Vehicle Theft,59
2005,35,Violent Crimes Total,7
2005,36,Aggravated Assault,8
2005,36,Homicide,1
2005,36,NonResidential Burglary,19
2005,36,Property Crimes Total,522
2005,36,Rape,0
2005,36,Residential Burglary,58
2005,36,Robbery,11
2005,36,Theft,308
2005,36,Vehicle Theft,137
2005,36,Violent Crimes Total,20
2005,37,Aggravated Assault,1
2005,37,Homicide,0
2005,37,NonResidential Burglary,4
2005,37,Property Crimes Total,83
2005,37,Rape,0
2005,37,Residential Burglary,10
2005,37,Robbery,0
2005,37,Theft,40
2005,37,Vehicle Theft,28
2005,37,Violent Crimes Total,1
2005,38,Aggravated Assault,2
2005,38,Homicide,0
2005,38,NonResidential Burglary,5
2005,38,Property Crimes Total,91
2005,38,Rape,1
2005,38,Residential Burglary,12
2005,38,Robbery,2
2005,38,Theft,49
2005,38,Vehicle Theft,24
2005,38,Violent Crimes Total,5
2005,39,Aggravated Assault,2
2005,39,Homicide,0
2005,39,NonResidential Burglary,5
2005,39,Property Crimes Total,76
2005,39,Rape,0
2005,39,Residential Burglary,10
2005,39,Robbery,1
2005,39,Theft,40
2005,39,Vehicle Theft,21
2005,39,Violent Crimes Total,3
2005,4,Aggravated Assault,34
2005,4,Homicide,0
2005,4,NonResidential Burglary,19
2005,4,Property Crimes Total,502
2005,4,Rape,4
2005,4,Residential Burglary,48
2005,4,Robbery,22
2005,4,Theft,261
2005,4,Vehicle Theft,171
2005,4,Violent Crimes Total,60
2005,40.98,Aggravated Assault,0
2005,40.98,Homicide,0
2005,40.98,NonResidential Burglary,0
2005,40.98,Property Crimes Total,63
2005,40.98,Rape,0
2005,40.98,Residential Burglary,11
2005,40.98,Robbery,0
2005,40.98,Theft,29
2005,40.98,Vehicle Theft,23
2005,40.98,Violent Crimes Total,0
2005,41,Aggravated Assault,2
2005,41,Homicide,0
2005,41,NonResidential Burglary,5
2005,41,Property Crimes Total,213
2005,41,Rape,0
2005,41,Residential Burglary,46
2005,41,Robbery,2
2005,41,Theft,127
2005,41,Vehicle Theft,32
2005,41,Violent Crimes Total,4
2005,42,Aggravated Assault,5
2005,42,Homicide,0
2005,42,NonResidential Burglary,16
2005,42,Property Crimes Total,304
2005,42,Rape,1
2005,42,Residential Burglary,36
2005,42,Robbery,3
2005,42,Theft,163
2005,42,Vehicle Theft,85
2005,42,Violent Crimes Total,9
2005,43,Aggravated Assault,23
2005,43,Homicide,0
2005,43,NonResidential Burglary,13
2005,43,Property Crimes Total,555
2005,43,Rape,1
2005,43,Residential Burglary,73
2005,43,Robbery,13
2005,43,Theft,314
2005,43,Vehicle Theft,153
2005,43,Violent Crimes Total,37
2005,44,Aggravated Assault,34
2005,44,Homicide,0
2005,44,NonResidential Burglary,27
2005,44,Property Crimes Total,787
2005,44,Rape,3
2005,44,Residential Burglary,124
2005,44,Robbery,21
2005,44,Theft,411
2005,44,Vehicle Theft,221
2005,44,Violent Crimes Total,58
2005,45,Aggravated Assault,9
2005,45,Homicide,0
2005,45,NonResidential Burglary,2
2005,45,Property Crimes Total,161
2005,45,Rape,0
2005,45,Residential Burglary,18
2005,45,Robbery,0
2005,45,Theft,79
2005,45,Vehicle Theft,62
2005,45,Violent Crimes Total,9
2005,46,Aggravated Assault,9
2005,46,Homicide,0
2005,46,NonResidential Burglary,1
2005,46,Property Crimes Total,361
2005,46,Rape,0
2005,46,Residential Burglary,24
2005,46,Robbery,3
2005,46,Theft,279
2005,46,Vehicle Theft,57
2005,46,Violent Crimes Total,12
2005,47,Aggravated Assault,26
2005,47,Homicide,0
2005,47,NonResidential Burglary,49
2005,47,Property Crimes Total,660
2005,47,Rape,2
2005,47,Residential Burglary,57
2005,47,Robbery,17
2005,47,Theft,438
2005,47,Vehicle Theft,111
2005,47,Violent Crimes Total,45
2005,48,Aggravated Assault,6
2005,48,Homicide,0
2005,48,NonResidential Burglary,19
2005,48,Property Crimes Total,268
2005,48,Rape,1
2005,48,Residential Burglary,26
2005,48,Robbery,4
2005,48,Theft,148
2005,48,Vehicle Theft,75
2005,48,Violent Crimes Total,11
2005,49,Aggravated Assault,25
2005,49,Homicide,0
2005,49,NonResidential Burglary,25
2005,49,Property Crimes Total,493
2005,49,Rape,1
2005,49,Residential Burglary,49
2005,49,Robbery,11
2005,49,Theft,294
2005,49,Vehicle Theft,122
2005,49,Violent Crimes Total,37
2005,5,Aggravated Assault,6
2005,5,Homicide,0
2005,5,NonResidential Burglary,0
2005,5,Property Crimes Total,105
2005,5,Rape,0
2005,5,Residential Burglary,17
2005,5,Robbery,0
2005,5,Theft,70
2005,5,Vehicle Theft,17
2005,5,Violent Crimes Total,6
2005,50,Aggravated Assault,7
2005,50,Homicide,1
2005,50,NonResidential Burglary,18
2005,50,Property Crimes Total,240
2005,50,Rape,1
2005,50,Residential Burglary,30
2005,50,Robbery,9
2005,50,Theft,118
2005,50,Vehicle Theft,72
2005,50,Violent Crimes Total,18
2005,51,Aggravated Assault,1
2005,51,Homicide,0
2005,51,NonResidential Burglary,11
2005,51,Property Crimes Total,245
2005,51,Rape,0
2005,51,Residential Burglary,28
2005,51,Robbery,5
2005,51,Theft,132
2005,51,Vehicle Theft,73
2005,51,Violent Crimes Total,6
2005,52,Aggravated Assault,9
2005,52,Homicide,0
2005,52,NonResidential Burglary,13
2005,52,Property Crimes Total,440
2005,52,Rape,1
2005,52,Residential Burglary,64
2005,52,Robbery,11
2005,52,Theft,230
2005,52,Vehicle Theft,130
2005,52,Violent Crimes Total,21
2005,53.01,Aggravated Assault,72
2005,53.01,Homicide,0
2005,53.01,NonResidential Burglary,35
2005,53.01,Property Crimes Total,816
2005,53.01,Rape,0
2005,53.01,Residential Burglary,87
2005,53.01,Robbery,38
2005,53.01,Theft,539
2005,53.01,Vehicle Theft,150
2005,53.01,Violent Crimes Total,110
2005,53.02,Aggravated Assault,2
2005,53.02,Homicide,0
2005,53.02,NonResidential Burglary,4
2005,53.02,Property Crimes Total,64
2005,53.02,Rape,0
2005,53.02,Residential Burglary,1
2005,53.02,Robbery,1
2005,53.02,Theft,44
2005,53.02,Vehicle Theft,15
2005,53.02,Violent Crimes Total,3
2005,54,Aggravated Assault,12
2005,54,Homicide,0
2005,54,NonResidential Burglary,25
2005,54,Property Crimes Total,346
2005,54,Rape,1
2005,54,Residential Burglary,48
2005,54,Robbery,8
2005,54,Theft,183
2005,54,Vehicle Theft,88
2005,54,Violent Crimes Total,21
2005,55,Aggravated Assault,1
2005,55,Homicide,0
2005,55,NonResidential Burglary,2
2005,55,Property Crimes Total,39
2005,55,Rape,0
2005,55,Residential Burglary,0
2005,55,Robbery,0
2005,55,Theft,36
2005,55,Vehicle Theft,1
2005,55,Violent Crimes Total,1
2005,56,Aggravated Assault,2
2005,56,Homicide,0
2005,56,NonResidential Burglary,11
2005,56,Property Crimes Total,142
2005,56,Rape,0
2005,56,Residential Burglary,14
2005,56,Robbery,0
2005,56,Theft,89
2005,56,Vehicle Theft,24
2005,56,Violent Crimes Total,2
2005,57,Aggravated Assault,4
2005,57,Homicide,0
2005,57,NonResidential Burglary,7
2005,57,Property Crimes Total,137
2005,57,Rape,0
2005,57,Residential Burglary,14
2005,57,Robbery,1
2005,57,Theft,86
2005,57,Vehicle Theft,26
2005,57,Violent Crimes Total,5
2005,58.01,Aggravated Assault,13
2005,58.01,Homicide,0
2005,58.01,NonResidential Burglary,18
2005,58.01,Property Crimes Total,228
2005,58.01,Rape,1
2005,58.01,Residential Burglary,24
2005,58.01,Robbery,6
2005,58.01,Theft,107
2005,58.01,Vehicle Theft,76
2005,58.01,Violent Crimes Total,20
2005,58.02,Aggravated Assault,14
2005,58.02,Homicide,0
2005,58.02,NonResidential Burglary,21
2005,58.02,Property Crimes Total,271
2005,58.02,Rape,0
2005,58.02,Residential Burglary,32
2005,58.02,Robbery,3
2005,58.02,Theft,142
2005,58.02,Vehicle Theft,75
2005,58.02,Violent Crimes Total,17
2005,59,Aggravated Assault,3
2005,59,Homicide,0
2005,59,NonResidential Burglary,7
2005,59,Property Crimes Total,261
2005,59,Rape,0
2005,59,Residential Burglary,30
2005,59,Robbery,1
2005,59,Theft,140
2005,59,Vehicle Theft,84
2005,59,Violent Crimes Total,4
2005,6,Aggravated Assault,21
2005,6,Homicide,0
2005,6,NonResidential Burglary,40
2005,6,Property Crimes Total,518
2005,6,Rape,3
2005,6,Residential Burglary,68
2005,6,Robbery,25
2005,6,Theft,303
2005,6,Vehicle Theft,104
2005,6,Violent Crimes Total,49
2005,60,Aggravated Assault,4
2005,60,Homicide,0
2005,60,NonResidential Burglary,22
2005,60,Property Crimes Total,278
2005,60,Rape,0
2005,60,Residential Burglary,51
2005,60,Robbery,4
2005,60,Theft,143
2005,60,Vehicle Theft,61
2005,60,Violent Crimes Total,8
2005,61,Aggravated Assault,4
2005,61,Homicide,0
2005,61,NonResidential Burglary,19
2005,61,Property Crimes Total,409
2005,61,Rape,0
2005,61,Residential Burglary,54
2005,61,Robbery,2
2005,61,Theft,190
2005,61,Vehicle Theft,145
2005,61,Violent Crimes Total,6
2005,62,Aggravated Assault,3
2005,62,Homicide,0
2005,62,NonResidential Burglary,8
2005,62,Property Crimes Total,258
2005,62,Rape,0
2005,62,Residential Burglary,29
2005,62,Robbery,0
2005,62,Theft,172
2005,62,Vehicle Theft,48
2005,62,Violent Crimes Total,3
2005,63,Aggravated Assault,2
2005,63,Homicide,0
2005,63,NonResidential Burglary,3
2005,63,Property Crimes Total,217
2005,63,Rape,1
2005,63,Residential Burglary,31
2005,63,Robbery,3
2005,63,Theft,149
2005,63,Vehicle Theft,34
2005,63,Violent Crimes Total,6
2005,64,Aggravated Assault,1
2005,64,Homicide,0
2005,64,NonResidential Burglary,6
2005,64,Property Crimes Total,168
2005,64,Rape,0
2005,64,Residential Burglary,35
2005,64,Robbery,4
2005,64,Theft,74
2005,64,Vehicle Theft,50
2005,64,Violent Crimes Total,5
2005,65,Aggravated Assault,9
2005,65,Homicide,0
2005,65,NonResidential Burglary,5
2005,65,Property Crimes Total,261
2005,65,Rape,0
2005,65,Residential Burglary,45
2005,65,Robbery,5
2005,65,Theft,131
2005,65,Vehicle Theft,80
2005,65,Violent Crimes Total,14
2005,66,Aggravated Assault,12
2005,66,Homicide,0
2005,66,NonResidential Burglary,29
2005,66,Property Crimes Total,423
2005,66,Rape,1
2005,66,Residential Burglary,27
2005,66,Robbery,4
2005,66,Theft,224
2005,66,Vehicle Theft,143
2005,66,Violent Crimes Total,17
2005,67.98,Aggravated Assault,15
2005,67.98,Homicide,0
2005,67.98,NonResidential Burglary,38
2005,67.98,Property Crimes Total,585
2005,67.98,Rape,1
2005,67.98,Residential Burglary,42
2005,67.98,Robbery,3
2005,67.98,Theft,378
2005,67.98,Vehicle Theft,127
2005,67.98,Violent Crimes Total,19
2005,68.98,Aggravated Assault,4
2005,68.98,Homicide,0
2005,68.98,NonResidential Burglary,5
2005,68.98,Property Crimes Total,145
2005,68.98,Rape,0
2005,68.98,Residential Burglary,11
2005,68.98,Robbery,4
2005,68.98,Theft,92
2005,68.98,Vehicle Theft,37
2005,68.98,Violent Crimes Total,8
2005,69,Aggravated Assault,11
2005,69,Homicide,0
2005,69,NonResidential Burglary,0
2005,69,Property Crimes Total,185
2005,69,Rape,1
2005,69,Residential Burglary,33
2005,69,Robbery,2
2005,69,Theft,94
2005,69,Vehicle Theft,58
2005,69,Violent Crimes Total,14
2005,7,Aggravated Assault,16
2005,7,Homicide,0
2005,7,NonResidential Burglary,14
2005,7,Property Crimes Total,298
2005,7,Rape,1
2005,7,Residential Burglary,36
2005,7,Robbery,10
2005,7,Theft,171
2005,7,Vehicle Theft,74
2005,7,Violent Crimes Total,27
2005,70,Aggravated Assault,15
2005,70,Homicide,0
2005,70,NonResidential Burglary,10
2005,70,Property Crimes Total,433
2005,70,Rape,0
2005,70,Residential Burglary,37
2005,70,Robbery,7
2005,70,Theft,279
2005,70,Vehicle Theft,107
2005,70,Violent Crimes Total,22
2005,71,Aggravated Assault,36
2005,71,Homicide,0
2005,71,NonResidential Burglary,38
2005,71,Property Crimes Total,992
2005,71,Rape,1
2005,71,Residential Burglary,19
2005,71,Robbery,23
2005,71,Theft,817
2005,71,Vehicle Theft,118
2005,71,Violent Crimes Total,60
2005,72,Aggravated Assault,59
2005,72,Homicide,2
2005,72,NonResidential Burglary,46
2005,72,Property Crimes Total,972
2005,72,Rape,6
2005,72,Residential Burglary,20
2005,72,Robbery,48
2005,72,Theft,765
2005,72,Vehicle Theft,137
2005,72,Violent Crimes Total,115
2005,73,Aggravated Assault,39
2005,73,Homicide,1
2005,73,NonResidential Burglary,41
2005,73,Property Crimes Total,592
2005,73,Rape,1
2005,73,Residential Burglary,23
2005,73,Robbery,25
2005,73,Theft,422
2005,73,Vehicle Theft,104
2005,73,Violent Crimes Total,66
2005,74,Aggravated Assault,40
2005,74,Homicide,0
2005,74,NonResidential Burglary,29
2005,74,Property Crimes Total,704
2005,74,Rape,0
2005,74,Residential Burglary,134
2005,74,Robbery,28
2005,74,Theft,384
2005,74,Vehicle Theft,153
2005,74,Violent Crimes Total,68
2005,75,Aggravated Assault,37
2005,75,Homicide,0
2005,75,NonResidential Burglary,48
2005,75,Property Crimes Total,724
2005,75,Rape,-2
2005,75,Residential Burglary,90
2005,75,Robbery,32
2005,75,Theft,437
2005,75,Vehicle Theft,148
2005,75,Violent Crimes Total,67
2005,76,Aggravated Assault,13
2005,76,Homicide,0
2005,76,NonResidential Burglary,11
2005,76,Property Crimes Total,271
2005,76,Rape,2
2005,76,Residential Burglary,47
2005,76,Robbery,13
2005,76,Theft,154
2005,76,Vehicle Theft,57
2005,76,Violent Crimes Total,28
2005,77,Aggravated Assault,10
2005,77,Homicide,0
2005,77,NonResidential Burglary,2
2005,77,Property Crimes Total,222
2005,77,Rape,0
2005,77,Residential Burglary,64
2005,77,Robbery,6
2005,77,Theft,113
2005,77,Vehicle Theft,43
2005,77,Violent Crimes Total,16
2005,78,Aggravated Assault,5
2005,78,Homicide,0
2005,78,NonResidential Burglary,11
2005,78,Property Crimes Total,295
2005,78,Rape,1
2005,78,Residential Burglary,58
2005,78,Robbery,1
2005,78,Theft,169
2005,78,Vehicle Theft,57
2005,78,Violent Crimes Total,7
2005,79,Aggravated Assault,41
2005,79,Homicide,1
2005,79,NonResidential Burglary,17
2005,79,Property Crimes Total,438
2005,79,Rape,3
